CustomerID,Age,Gender,Annual_Income_Lakhs,Spending_Score,Purchase_Frequency,Recency_Days,Preferred_Category,Cluster,PCA1,PCA2,Segment_Name
CUST1422,56,Male,7.5,42,14,40,Sports,3,-0.238749347600091,1.2163182036951683,Steady Regulars
CUST1278,38,Male,7.7,80,14,15,Beauty,2,1.0021249623609378,-0.3694461174008834,Budget Enthusiasts
CUST1081,41,Female,23.2,96,18,6,Home & Kitchen,0,2.289120107368412,1.484465796622787,Premium Loyalists
CUST1243,29,Female,4.9,96,20,15,Groceries,2,1.6985717071059816,-1.4486992013507345,Budget Enthusiasts
CUST1027,42,Female,18.9,73,25,10,Electronics,0,2.0367889134456623,1.190885585585415,Premium Loyalists
CUST1203,22,Female,5.2,71,14,28,Groceries,2,0.6191619782861367,-1.8225479516050864,Budget Enthusiasts
CUST1213,25,Male,5.9,98,12,16,Fashion,2,1.2471475880838394,-1.6510290338404945,Budget Enthusiasts
CUST1282,29,Female,8.3,77,23,25,Electronics,2,1.4767724483546465,-0.9742098438488594,Budget Enthusiasts
CUST1354,25,Male,5.1,29,2,89,Sports,1,-1.8936080168733855,-1.296820197476735,Price-Sensitive / At Risk
CUST1365,30,Female,3.8,27,5,146,Fashion,1,-2.51090714505235,-0.936857063484784,Price-Sensitive / At Risk
CUST1146,42,Male,11.4,28,6,106,Sports,4,-1.7020995980869542,0.7511222741818244,Affluent Disengaged
CUST1421,36,Female,7.7,60,14,25,Groceries,2,0.4415998932946976,-0.4191478895208969,Budget Enthusiasts
CUST1109,44,Male,17.5,73,21,16,Electronics,0,1.6343444447030833,1.2051880047395347,Premium Loyalists
CUST1051,40,Male,15.1,76,24,19,Sports,0,1.795558178057732,0.6213496616618177,Premium Loyalists
CUST1436,47,Male,8.1,53,10,35,Fashion,3,-0.1397480084402562,0.5295930914454647,Steady Regulars
CUST1301,31,Female,7.6,95,17,29,Fashion,2,1.3911100927583322,-0.9631594995602276,Budget Enthusiasts
CUST1015,41,Male,20.5,76,30,12,Electronics,0,2.4771607758397844,1.2779375315954191,Premium Loyalists
CUST1465,45,Male,14.3,61,12,26,Fashion,3,0.5182195508197472,1.0055518496289848,Steady Regulars
CUST1391,26,Female,5.7,8,4,131,Fashion,1,-2.729222742504463,-0.9834924303171952,Price-Sensitive / At Risk
CUST1115,55,Female,14.7,45,5,87,Sports,4,-1.091799042641485,2.0143474036836264,Affluent Disengaged
CUST1244,32,Female,4.7,60,19,16,Home & Kitchen,2,0.7969852243658051,-1.080146905617842,Budget Enthusiasts
CUST1060,45,Male,17.9,84,18,3,Home & Kitchen,0,1.8489395431499185,1.256236887162619,Premium Loyalists
CUST1174,50,Female,11.6,20,6,165,Fashion,4,-2.637696914030374,1.540570814016095,Affluent Disengaged
CUST1099,41,Female,15.4,90,18,1,Electronics,0,1.933726605581713,0.6405215411207968,Premium Loyalists
CUST1160,45,Male,17.4,17,6,123,Home & Kitchen,4,-1.95225834855448,1.725482761763953,Affluent Disengaged
CUST1250,26,Female,6.8,78,11,35,Home & Kitchen,2,0.5278390083302656,-1.35109636567018,Budget Enthusiasts
CUST1042,42,Male,14.9,80,29,21,Electronics,0,2.179763529797039,0.7382267967064223,Premium Loyalists
CUST1271,29,Female,2.9,73,19,25,Fashion,2,0.9226886981557416,-1.5503775578162284,Budget Enthusiasts
CUST1205,38,Male,3.3,63,22,14,Sports,2,1.013147375742912,-0.7875955456063912,Budget Enthusiasts
CUST1218,26,Female,3.9,80,17,7,Electronics,2,1.216355771811783,-1.7361823525720177,Budget Enthusiasts
CUST1080,36,Female,23.0,85,19,22,Sports,0,1.927671645277868,1.152032160749384,Premium Loyalists
CUST1029,41,Female,24.0,100,21,19,Sports,0,2.447913611548264,1.5785537490211112,Premium Loyalists
CUST1345,27,Male,3.3,25,2,141,Groceries,1,-2.700254158380977,-1.223942656537136,Price-Sensitive / At Risk
CUST1364,22,Female,2.3,16,3,120,Home & Kitchen,1,-2.588411067704532,-1.7237095319966318,Price-Sensitive / At Risk
CUST1257,35,Male,3.2,69,19,19,Home & Kitchen,2,0.8927824359743999,-1.0460705632874665,Budget Enthusiasts
CUST1466,38,Female,7.4,62,11,2,Sports,3,0.5497034902391904,-0.3479194209063332,Steady Regulars
CUST1058,48,Female,19.2,73,26,10,Groceries,0,2.0888859916750344,1.688798575604842,Premium Loyalists
CUST1427,41,Female,11.1,56,15,47,Sports,3,0.249434272604011,0.4023009558155949,Steady Regulars
CUST1063,39,Female,16.6,89,22,8,Groceries,0,2.14576449465957,0.6332328436321202,Premium Loyalists
CUST1388,28,Male,5.0,24,3,134,Fashion,1,-2.5112609056400603,-0.9684263853635456,Price-Sensitive / At Risk
CUST1112,48,Male,19.3,20,9,69,Sports,4,-0.9596656245176624,2.050320507308859,Affluent Disengaged
CUST1085,30,Male,14.7,82,23,20,Beauty,0,1.8783972168787364,-0.2218470559214203,Premium Loyalists
CUST1237,26,Female,5.1,76,11,15,Electronics,2,0.668957657553388,-1.5680519971388098,Budget Enthusiasts
CUST1272,28,Female,5.6,80,24,14,Sports,2,1.6530100832627557,-1.3840264673686855,Budget Enthusiasts
CUST1343,33,Male,3.9,24,3,180,Electronics,1,-3.1421059784147487,-0.6143567169111595,Price-Sensitive / At Risk
CUST1228,37,Female,6.1,68,17,16,Groceries,2,0.8701101466920609,-0.5713860867315349,Budget Enthusiasts
CUST1130,34,Female,18.2,28,7,107,Groceries,4,-1.3654192160724008,0.8820311036245505,Affluent Disengaged
CUST1166,50,Female,16.1,13,6,93,Beauty,4,-1.7390410504223488,1.930048292199087,Affluent Disengaged
CUST1097,29,Male,15.5,83,27,9,Sports,0,2.338837541902284,-0.2386080702001675,Premium Loyalists
CUST1489,52,Female,10.5,59,21,37,Groceries,3,0.7735131090703155,1.1540331345548112,Steady Regulars
CUST1297,30,Male,4.9,81,15,16,Beauty,2,1.0119933283275726,-1.3017321704622404,Budget Enthusiasts
CUST1480,45,Female,8.7,60,10,49,Beauty,3,-0.1266045241759221,0.4370771040181511,Steady Regulars
CUST1142,41,Male,16.7,35,8,74,Beauty,4,-0.8188574160430776,1.1658946355074933,Affluent Disengaged
CUST1464,22,Male,10.1,36,16,48,Electronics,2,-0.0953453217081363,-1.0939208515788763,Budget Enthusiasts
CUST1188,45,Male,21.0,32,4,95,Beauty,4,-1.27511626517361,2.005546785061296,Affluent Disengaged
CUST1369,31,Female,4.8,32,3,99,Fashion,1,-1.920252305666002,-0.8590016191328315,Price-Sensitive / At Risk
CUST1221,18,Male,6.1,90,11,10,Beauty,2,1.1136275526870023,-2.14822725789851,Budget Enthusiasts
CUST1229,31,Male,6.2,66,21,21,Home & Kitchen,2,1.0619384825765803,-1.0097382892951416,Budget Enthusiasts
CUST1323,27,Male,4.5,23,3,101,Electronics,1,-2.139044300829684,-1.15965727584503,Price-Sensitive / At Risk
CUST1396,21,Female,5.1,26,1,109,Groceries,1,-2.2577492503588696,-1.5554801410467014,Price-Sensitive / At Risk
CUST1360,27,Male,7.9,13,1,116,Beauty,1,-2.5580590024519445,-0.7117992119204576,Price-Sensitive / At Risk
CUST1082,33,Female,17.5,70,15,7,Sports,0,1.3235536923326334,0.3510961042181119,Premium Loyalists
CUST1355,25,Male,4.6,19,3,155,Beauty,1,-2.884035072854628,-1.183646583100188,Price-Sensitive / At Risk
CUST1322,18,Female,4.7,20,3,121,Electronics,1,-2.407111832797549,-1.78460647358845,Price-Sensitive / At Risk
CUST1514,43,Male,10.3,47,11,38,Fashion,3,-0.1460314847316614,0.4930902518906819,Steady Regulars
CUST1435,58,Male,12.8,51,8,30,Groceries,3,-0.13344716686671,1.9013773638125924,Steady Regulars
CUST1415,44,Male,3.5,27,5,39,Fashion,3,-1.2583971733585584,-0.0878416804110771,Steady Regulars
CUST1189,49,Female,11.9,33,4,115,Sports,4,-1.8485404375792656,1.3458303432623846,Affluent Disengaged
CUST1335,41,Male,4.7,25,6,115,Sports,1,-2.119585007305903,-0.0353513879965971,Price-Sensitive / At Risk
CUST1054,36,Female,15.5,99,19,15,Sports,0,2.053377051848167,0.2509909906582774,Premium Loyalists
CUST1172,35,Male,19.8,37,6,101,Beauty,4,-1.1040329868921797,1.0863196118029783,Affluent Disengaged
CUST1385,47,Female,1.9,27,2,111,Beauty,1,-2.421967243138159,0.1070961588524979,Price-Sensitive / At Risk
CUST1140,41,Female,20.7,29,3,98,Sports,4,-1.4398085191794538,1.6814254119032253,Affluent Disengaged
CUST1274,33,Female,3.9,75,26,23,Electronics,2,1.4811421950092705,-1.1460848639110506,Budget Enthusiasts
CUST1285,31,Female,6.4,72,18,12,Beauty,2,1.112732963934326,-1.029099010544469,Budget Enthusiasts
CUST1067,36,Male,22.7,84,27,27,Home & Kitchen,0,2.369891754673926,1.1284335676759414,Premium Loyalists
CUST1439,51,Male,9.9,61,10,21,Fashion,3,0.2598041777915589,0.9771665261242084,Steady Regulars
CUST1508,44,Male,9.4,51,14,33,Electronics,3,0.1693484430643148,0.4429542710555111,Steady Regulars
CUST1295,41,Female,5.5,54,17,13,Home & Kitchen,3,0.5562911441221684,-0.2725691351371005,Steady Regulars
CUST1233,33,Male,6.0,62,6,16,Groceries,2,0.0114073356318255,-0.8607675615503542,Budget Enthusiasts
CUST1100,32,Female,17.0,73,26,7,Home & Kitchen,0,2.1152646736744627,0.1994490021567694,Premium Loyalists
CUST1284,39,Female,5.2,88,23,38,Fashion,2,1.4048941331445457,-0.5632807557568563,Budget Enthusiasts
CUST1149,53,Female,22.3,35,3,98,Home & Kitchen,4,-1.2999365819964397,2.762724631357584,Affluent Disengaged
CUST1016,32,Female,19.1,77,16,13,Home & Kitchen,0,1.5348824730151411,0.4306635545894453,Premium Loyalists
CUST1164,49,Female,19.7,24,4,106,Sports,4,-1.6539925873439285,2.2278994481385848,Affluent Disengaged
CUST1290,34,Female,4.8,73,21,12,Fashion,2,1.265315682341254,-0.9788446619071866,Budget Enthusiasts
CUST1047,44,Female,18.4,83,23,7,Beauty,0,2.135475791064327,1.2430433879794822,Premium Loyalists
CUST1087,35,Male,19.9,79,28,21,Sports,0,2.302446319857404,0.7516593800537431,Premium Loyalists
CUST1038,32,Male,17.6,79,21,5,Beauty,0,1.9596686228528408,0.2386247477337909,Premium Loyalists
CUST1423,43,Male,9.1,60,11,34,Sports,3,0.1493662972258796,0.2969679791585443,Steady Regulars
CUST1371,26,Male,4.1,27,4,180,Electronics,1,-2.970559076093344,-1.148724960467169,Price-Sensitive / At Risk
CUST1425,42,Male,6.8,54,10,27,Beauty,3,-0.0441135459270286,-0.0211545384485655,Steady Regulars
CUST1446,50,Male,9.7,49,7,58,Home & Kitchen,3,-0.6697195234795738,1.0014590105832073,Steady Regulars
CUST1294,29,Male,6.5,73,24,27,Groceries,2,1.3646416646649702,-1.1522085801880766,Budget Enthusiasts
CUST1173,32,Female,15.5,22,2,128,Electronics,4,-2.1842230746593696,0.4977198354745196,Affluent Disengaged
CUST1074,41,Male,21.3,61,22,11,Fashion,0,1.647272527237288,1.4334054472146187,Premium Loyalists
CUST1281,25,Male,2.7,58,19,29,Fashion,2,0.5491523986736826,-1.8102813272074811,Budget Enthusiasts
CUST1105,31,Female,17.0,97,28,10,Home & Kitchen,0,2.751319363414489,0.0228592976554271,Premium Loyalists
CUST1358,35,Female,3.0,28,3,129,Groceries,1,-2.463327524559579,-0.6728944458436044,Price-Sensitive / At Risk
CUST1254,18,Female,7.5,61,19,16,Electronics,2,0.9816717848391604,-1.8614826383185,Budget Enthusiasts
CUST1017,41,Male,22.4,65,22,18,Groceries,0,1.6897422167989469,1.550788774844161,Premium Loyalists
CUST1447,33,Male,7.5,44,13,54,Beauty,3,-0.3350456279572121,-0.5490228090465146,Steady Regulars
CUST1092,37,Female,22.2,86,21,6,Beauty,0,2.248826586167723,1.105480178076607,Premium Loyalists
CUST1089,41,Female,18.0,87,24,14,Beauty,0,2.203545308997448,0.9617504100052964,Premium Loyalists
CUST1387,35,Female,5.0,39,5,102,Groceries,1,-1.6771930041490803,-0.552304208442396,Price-Sensitive / At Risk
CUST1141,42,Male,16.0,22,4,76,Electronics,4,-1.431560751054714,1.2283747473950295,Affluent Disengaged
CUST1195,32,Female,20.2,40,7,119,Sports,4,-1.1652591363122962,0.9185315167580388,Affluent Disengaged
CUST1206,23,Female,7.3,86,17,18,Electronics,2,1.3504937768476362,-1.5988143430688944,Budget Enthusiasts
CUST1103,36,Female,18.1,91,23,13,Fashion,0,2.263127356366604,0.5663384855609241,Premium Loyalists
CUST1265,39,Female,5.9,82,20,13,Fashion,2,1.4045887177156786,-0.5061320116813943,Budget Enthusiasts
CUST1175,42,Female,14.9,32,4,80,Home & Kitchen,4,-1.2983349164094748,1.071472861419717,Affluent Disengaged
CUST1171,43,Male,20.5,25,6,72,Electronics,4,-1.021625981740588,1.780623209412897,Affluent Disengaged
CUST1389,33,Male,3.1,7,5,64,Beauty,1,-1.980121266551228,-0.8511501993440374,Price-Sensitive / At Risk
CUST1158,43,Male,11.6,37,5,131,Fashion,4,-1.8752152108860496,0.8600218548916518,Affluent Disengaged
CUST1071,29,Male,21.9,80,23,3,Beauty,0,2.3103524061229592,0.4710150814470735,Premium Loyalists
CUST1134,48,Female,14.1,32,1,81,Fashion,4,-1.5672465760836234,1.4521348648093304,Affluent Disengaged
CUST1455,41,Male,8.3,52,19,27,Fashion,3,0.5746450196468008,0.0704792820682507,Steady Regulars
CUST1509,24,Male,8.8,47,15,28,Sports,2,0.2740400542966257,-1.1672367725096298,Budget Enthusiasts
CUST1379,34,Female,2.1,20,4,107,Groceries,1,-2.330515834713473,-0.8576100232899752,Price-Sensitive / At Risk
CUST1363,41,Female,3.9,25,3,115,Electronics,1,-2.3501519937654627,-0.121960295349082,Price-Sensitive / At Risk
CUST1246,38,Female,5.1,92,13,9,Fashion,2,1.181931643634058,-0.7189337159232138,Budget Enthusiasts
CUST1470,54,Male,9.5,59,10,26,Fashion,3,0.1258595024923962,1.1838889278947384,Steady Regulars
CUST1432,57,Female,9.5,58,17,18,Home & Kitchen,3,0.6597061602696602,1.401852425850617,Steady Regulars
CUST1353,26,Female,5.3,14,1,105,Beauty,1,-2.489888160365986,-1.1014044550295286,Price-Sensitive / At Risk
CUST1245,33,Female,4.9,71,26,25,Beauty,2,1.4036687314219152,-1.0147011919798825,Budget Enthusiasts
CUST1019,44,Female,16.1,74,18,14,Home & Kitchen,0,1.4289797864779783,1.0442720128108058,Premium Loyalists
CUST1178,54,Female,14.0,29,8,91,Sports,4,-1.317297606454915,1.934665357485443,Affluent Disengaged
CUST1410,35,Male,5.4,27,2,89,Beauty,1,-1.9705278120704848,-0.4794813172831879,Price-Sensitive / At Risk
CUST1021,37,Female,16.8,75,25,14,Groceries,0,1.9771172351882096,0.5704298834329432,Premium Loyalists
CUST1056,34,Female,15.3,85,21,18,Fashion,0,1.8401477146634564,0.1388991565850708,Premium Loyalists
CUST1320,31,Male,3.0,71,20,18,Groceries,2,1.0269007152591607,-1.3894605785377878,Budget Enthusiasts
CUST1462,40,Female,12.8,58,14,45,Sports,3,0.3177130056859256,0.500346454280577,Steady Regulars
